NNLDESC,ClusterTitle,PathTitle,SOCTITLE,SOCCODE,EntryWage,MeanWage,Skills Required
NEXT,Finance,Next-Gen Investments,AI Hedge Fund Manager,N/A-2962,75655,159131,"AI Hedge Fund Manager, Carbon Credit Trader"
LATER,Healthcare,Advanced Medicine,Bionic Limb Technician,N/A-2963,88719,125309,"Bionic Limb Technician, Synthetic Organ Developer"
LATER,Sustainability,Climate Solutions,Geoengineering Specialist,N/A-2964,92732,125547,"Ocean Plastic Recycler, Geoengineering Specialist"
NOW,Space Technology,Interstellar Engineering,Mars Terraforming Engineer,N/A-2965,88996,139190,"Orbital Debris Specialist, Mars Terraforming Engineer"
NEXT,Entertainment,Immersive Media,Metaverse Storyteller,N/A-2966,85968,188769,"Metaverse Storyteller, Holographic Set Designer"
NEXT,Space Technology,Interstellar Engineering,Mars Terraforming Engineer,N/A-2967,85534,176897,"Mars Terraforming Engineer, Orbital Debris Specialist"
LATER,Entertainment,Immersive Media,Holographic Set Designer,N/A-2968,88419,166853,"Holographic Set Designer, Metaverse Storyteller"
LATER,Entertainment,Immersive Media,Holographic Set Designer,N/A-2969,77347,146206,"Metaverse Storyteller, Holographic Set Designer"
NOW,Entertainment,Immersive Media,Metaverse Storyteller,N/A-2970,70038,154547,"Holographic Set Designer, Metaverse Storyteller"
NEXT,Entertainment,Immersive Media,Metaverse Storyteller,N/A-2971,73950,173833,"Holographic Set Designer, Metaverse Storyteller"
NEXT,Cybersecurity,Digital Protection,Cyber Threat Analyst,N/A-2972,90939,188519,"Ethical Hacker, Cyber Threat Analyst, Quantum Security Specialist"
LATER,Sustainability,Climate Solutions,Ocean Plastic Recycler,N/A-2973,76798,124843,"Ocean Plastic Recycler, Geoengineering Specialist"
LATER,Finance,Next-Gen Investments,AI Hedge Fund Manager,N/A-2974,83446,165065,"AI Hedge Fund Manager, Carbon Credit Trader"
NOW,Sustainability,Climate Solutions,Ocean Plastic Recycler,N/A-2975,83293,178042,"Geoengineering Specialist, Ocean Plastic Recycler"
NEXT,Entertainment,Immersive Media,Holographic Set Designer,N/A-2976,87984,187746,"Metaverse Storyteller, Holographic Set Designer"
NEXT,Healthcare,Advanced Medicine,Synthetic Organ Developer,N/A-2977,87445,174623,"Bionic Limb Technician, Synthetic Organ Developer"
LATER,Space Technology,Interstellar Engineering,Orbital Debris Specialist,N/A-2978,87087,148365,"Orbital Debris Specialist, Mars Terraforming Engineer"
LATER,Healthcare,Advanced Medicine,Bionic Limb Technician,N/A-2979,82455,173660,"Synthetic Organ Developer, Bionic Limb Technician"
NOW,Finance,Next-Gen Investments,AI Hedge Fund Manager,N/A-2980,97011,188736,"AI Hedge Fund Manager, Carbon Credit Trader"
NEXT,Entertainment,Immersive Media,Metaverse Storyteller,N/A-2981,98430,174395,"Metaverse Storyteller, Holographic Set Designer"
NEXT,Cybersecurity,Digital Protection,Quantum Security Specialist,N/A-2982,83003,195331,"Cyber Threat Analyst, Ethical Hacker, Quantum Security Specialist"
LATER,Entertainment,Immersive Media,Metaverse Storyteller,N/A-2983,98950,141025,"Metaverse Storyteller, Holographic Set Designer"
LATER,Finance,Next-Gen Investments,Carbon Credit Trader,N/A-2984,73737,183355,"AI Hedge Fund Manager, Carbon Credit Trader"
NOW,Entertainment,Immersive Media,Metaverse Storyteller,N/A-2985,98794,157482,"Metaverse Storyteller, Holographic Set Designer"
NEXT,Cybersecurity,Digital Protection,Cyber Threat Analyst,N/A-2986,94180,128166,"Quantum Security Specialist, Ethical Hacker, Cyber Threat Analyst"
NEXT,Sustainability,Climate Solutions,Geoengineering Specialist,N/A-2987,88103,163680,"Ocean Plastic Recycler, Geoengineering Specialist"
LATER,Entertainment,Immersive Media,Metaverse Storyteller,N/A-2988,80780,146251,"Holographic Set Designer, Metaverse Storyteller"
LATER,Cybersecurity,Digital Protection,Ethical Hacker,N/A-2989,81565,198207,"Cyber Threat Analyst, Quantum Security Specialist, Ethical Hacker"
NOW,Cybersecurity,Digital Protection,Cyber Threat Analyst,N/A-2990,99098,120458,"Cyber Threat Analyst, Quantum Security Specialist, Ethical Hacker"
NEXT,Finance,Next-Gen Investments,Carbon Credit Trader,N/A-2991,73314,179797,"Carbon Credit Trader, AI Hedge Fund Manager"
NEXT,Healthcare,Advanced Medicine,Bionic Limb Technician,N/A-2992,97804,161809,"Synthetic Organ Developer, Bionic Limb Technician"
LATER,Sustainability,Climate Solutions,Geoengineering Specialist,N/A-2993,94279,154586,"Geoengineering Specialist, Ocean Plastic Recycler"
LATER,Healthcare,Advanced Medicine,Synthetic Organ Developer,N/A-2994,81710,152376,"Bionic Limb Technician, Synthetic Organ Developer"
NOW,Sustainability,Climate Solutions,Ocean Plastic Recycler,N/A-2995,74084,154341,"Ocean Plastic Recycler, Geoengineering Specialist"
NEXT,Finance,Next-Gen Investments,Carbon Credit Trader,N/A-2996,96471,173333,"AI Hedge Fund Manager, Carbon Credit Trader"
NEXT,Healthcare,Advanced Medicine,Bionic Limb Technician,N/A-2997,70602,146318,"Synthetic Organ Developer, Bionic Limb Technician"
LATER,Finance,Next-Gen Investments,Carbon Credit Trader,N/A-2998,91525,183637,"Carbon Credit Trader, AI Hedge Fund Manager"
LATER,Sustainability,Climate Solutions,Geoengineering Specialist,N/A-2999,98670,180838,"Geoengineering Specialist, Ocean Plastic Recycler"
NEXT,Public Safety,Law Enforcement & Security,Police Force (Spies),99-9999,38795,86578,"Leadership, Critical Thinking, Physical Fitness, Investigation"
NEXT,Public Safety,Law Enforcement & Security,Para Military,99-9999,38272,86421,"Leadership, Critical Thinking, Physical Fitness, Investigation"
NEXT,Public Safety,Law Enforcement & Security,Military,99-9999,36028,62381,"Leadership, Critical Thinking, Physical Fitness, Investigation"
NEXT,Public Safety,Law Enforcement & Security,Para Military,99-9999,36961,51287,"Leadership, Critical Thinking, Physical Fitness, Investigation"
NEXT,Public Safety,Law Enforcement & Security,Para Military,99-9999,30994,88593,"Leadership, Critical Thinking, Physical Fitness, Investigation"
NEXT,Public Safety,Law Enforcement & Security,Para Military,99-9999,30455,93574,"Leadership, Critical Thinking, Physical Fitness, Investigation"
NEXT,Public Safety,Law Enforcement & Security,Para Military,99-9999,32516,91077,"Leadership, Critical Thinking, Physical Fitness, Investigation"
NEXT,Public Safety,Law Enforcement & Security,CBI Officials,99-9999,46178,83475,"Leadership, Critical Thinking, Physical Fitness, Investigation"
NEXT,Public Safety,Law Enforcement & Security,Para Military,99-9999,38297,68931,"Leadership, Critical Thinking, Physical Fitness, Investigation"
NEXT,Public Safety,Law Enforcement & Security,Police Force (Spies),99-9999,40725,58887,"Leadership, Critical Thinking, Physical Fitness, Investigation"
NEXT,Public Safety,Law Enforcement & Security,CBI Officials,99-9999,32134,67448,"Leadership, Critical Thinking, Physical Fitness, Investigation"
NEXT,Public Safety,Law Enforcement & Security,CID,99-9999,34558,79649,"Leadership, Critical Thinking, Physical Fitness, Investigation"
NEXT,Public Safety,Law Enforcement & Security,Police Force (Spies),99-9999,49105,93974,"Leadership, Critical Thinking, Physical Fitness, Investigation"
NEXT,Public Safety,Law Enforcement & Security,Police Force (Spies),99-9999,37011,95889,"Leadership, Critical Thinking, Physical Fitness, Investigation"
NEXT,Public Safety,Law Enforcement & Security,Detectives,99-9999,31062,67122,"Leadership, Critical Thinking, Physical Fitness, Investigation"
NEXT,Public Safety,Law Enforcement & Security,Police Force (Spies),99-9999,49549,98703,"Leadership, Critical Thinking, Physical Fitness, Investigation"
NEXT,Public Safety,Law Enforcement & Security,CID,99-9999,36936,63169,"Leadership, Critical Thinking, Physical Fitness, Investigation"
NEXT,Public Safety,Law Enforcement & Security,Police Force (Spies),99-9999,37001,83004,"Leadership, Critical Thinking, Physical Fitness, Investigation"
NEXT,Public Safety,Law Enforcement & Security,CBI Officials,99-9999,43974,57085,"Leadership, Critical Thinking, Physical Fitness, Investigation"
NEXT,Public Safety,Law Enforcement & Security,CBI Officials,99-9999,44726,91524,"Leadership, Critical Thinking, Physical Fitness, Investigation"
NEXT,Public Safety,Law Enforcement & Security,Police Force (Spies),99-9999,49117,61400,"Leadership, Critical Thinking, Physical Fitness, Investigation"
NEXT,Public Safety,Law Enforcement & Security,Para Military,99-9999,48185,99975,"Leadership, Critical Thinking, Physical Fitness, Investigation"
NEXT,Public Safety,Law Enforcement & Security,CBI Officials,99-9999,35374,67222,"Leadership, Critical Thinking, Physical Fitness, Investigation"
NEXT,Public Safety,Law Enforcement & Security,CBI Officials,99-9999,42124,53910,"Leadership, Critical Thinking, Physical Fitness, Investigation"
NEXT,Public Safety,Law Enforcement & Security,CBI Officials,99-9999,39686,56994,"Leadership, Critical Thinking, Physical Fitness, Investigation"
NEXT,Public Safety,Law Enforcement & Security,CBI Officials,99-9999,31894,52027,"Leadership, Critical Thinking, Physical Fitness, Investigation"
NEXT,Public Safety,Law Enforcement & Security,Detectives,99-9999,44460,69166,"Leadership, Critical Thinking, Physical Fitness, Investigation"
NEXT,Public Safety,Law Enforcement & Security,Police Force (Spies),99-9999,36643,55326,"Leadership, Critical Thinking, Physical Fitness, Investigation"
NEXT,Public Safety,Law Enforcement & Security,CID,99-9999,31296,57976,"Leadership, Critical Thinking, Physical Fitness, Investigation"
NEXT,Public Safety,Law Enforcement & Security,Police Force (Spies),99-9999,32233,97625,"Leadership, Critical Thinking, Physical Fitness, Investigation"
NEXT,Public Safety,Law Enforcement & Security,Police Force (Spies),99-9999,43395,96177,"Leadership, Critical Thinking, Physical Fitness, Investigation"
NEXT,Public Safety,Law Enforcement & Security,CID,99-9999,33442,88184,"Leadership, Critical Thinking, Physical Fitness, Investigation"
NEXT,Public Safety,Law Enforcement & Security,Detectives,99-9999,35355,52559,"Leadership, Critical Thinking, Physical Fitness, Investigation"
NEXT,Public Safety,Law Enforcement & Security,CID,99-9999,44115,64879,"Leadership, Critical Thinking, Physical Fitness, Investigation"
NEXT,Public Safety,Law Enforcement & Security,Para Military,99-9999,31498,59286,"Leadership, Critical Thinking, Physical Fitness, Investigation"
NEXT,Public Safety,Law Enforcement & Security,CID,99-9999,46464,92973,"Leadership, Critical Thinking, Physical Fitness, Investigation"
NEXT,Public Safety,Law Enforcement & Security,Police Force (Spies),99-9999,31974,72101,"Leadership, Critical Thinking, Physical Fitness, Investigation"
NEXT,Public Safety,Law Enforcement & Security,CID,99-9999,32746,65093,"Leadership, Critical Thinking, Physical Fitness, Investigation"
NEXT,Public Safety,Law Enforcement & Security,Detectives,99-9999,36166,95395,"Leadership, Critical Thinking, Physical Fitness, Investigation"
NEXT,Public Safety,Law Enforcement & Security,Police Force (Spies),99-9999,41340,91985,"Leadership, Critical Thinking, Physical Fitness, Investigation"
NEXT,Public Safety,Law Enforcement & Security,Para Military,99-9999,45861,78605,"Leadership, Critical Thinking, Physical Fitness, Investigation"
NEXT,Public Safety,Law Enforcement & Security,CID,99-9999,44149,89543,"Leadership, Critical Thinking, Physical Fitness, Investigation"
NEXT,Public Safety,Law Enforcement & Security,Military,99-9999,48707,51581,"Leadership, Critical Thinking, Physical Fitness, Investigation"
NEXT,Public Safety,Law Enforcement & Security,CID,99-9999,42534,99868,"Leadership, Critical Thinking, Physical Fitness, Investigation"
NEXT,Public Safety,Law Enforcement & Security,CBI Officials,99-9999,41418,75797,"Leadership, Critical Thinking, Physical Fitness, Investigation"
NEXT,Public Safety,Law Enforcement & Security,Detectives,99-9999,48563,56161,"Leadership, Critical Thinking, Physical Fitness, Investigation"
NEXT,Public Safety,Law Enforcement & Security,Para Military,99-9999,37023,63681,"Leadership, Critical Thinking, Physical Fitness, Investigation"
NEXT,Public Safety,Law Enforcement & Security,CBI Officials,99-9999,38332,96737,"Leadership, Critical Thinking, Physical Fitness, Investigation"
NEXT,Public Safety,Law Enforcement & Security,CBI Officials,99-9999,40817,86795,"Leadership, Critical Thinking, Physical Fitness, Investigation"
NEXT,Public Safety,Law Enforcement & Security,CID,99-9999,41819,60119,"Leadership, Critical Thinking, Physical Fitness, Investigation"
NEXT,Public Safety,Law Enforcement & Security,Police Force (Spies),99-9999,30843,86982,"Leadership, Critical Thinking, Physical Fitness, Investigation"
NEXT,Public Safety,Law Enforcement & Security,Detectives,99-9999,36669,63916,"Leadership, Critical Thinking, Physical Fitness, Investigation"
NEXT,Public Safety,Law Enforcement & Security,Para Military,99-9999,45350,67927,"Leadership, Critical Thinking, Physical Fitness, Investigation"
NEXT,Public Safety,Law Enforcement & Security,CBI Officials,99-9999,38966,60405,"Leadership, Critical Thinking, Physical Fitness, Investigation"
NEXT,Public Safety,Law Enforcement & Security,Detectives,99-9999,48560,70194,"Leadership, Critical Thinking, Physical Fitness, Investigation"
NEXT,Public Safety,Law Enforcement & Security,CBI Officials,99-9999,48631,56061,"Leadership, Critical Thinking, Physical Fitness, Investigation"
NEXT,Public Safety,Law Enforcement & Security,CBI Officials,99-9999,33499,60144,"Leadership, Critical Thinking, Physical Fitness, Investigation"
NEXT,Public Safety,Law Enforcement & Security,CID,99-9999,41971,82868,"Leadership, Critical Thinking, Physical Fitness, Investigation"
NEXT,Public Safety,Law Enforcement & Security,Detectives,99-9999,40326,62875,"Leadership, Critical Thinking, Physical Fitness, Investigation"
NEXT,Public Safety,Law Enforcement & Security,Para Military,99-9999,49516,88483,"Leadership, Critical Thinking, Physical Fitness, Investigation"
NEXT,Public Safety,Law Enforcement & Security,Para Military,99-9999,33812,97300,"Leadership, Critical Thinking, Physical Fitness, Investigation"
NEXT,Public Safety,Law Enforcement & Security,CID,99-9999,30415,93022,"Leadership, Critical Thinking, Physical Fitness, Investigation"
NEXT,Public Safety,Law Enforcement & Security,CBI Officials,99-9999,40003,87547,"Leadership, Critical Thinking, Physical Fitness, Investigation"
NEXT,Public Safety,Law Enforcement & Security,Detectives,99-9999,33658,54819,"Leadership, Critical Thinking, Physical Fitness, Investigation"
NEXT,Public Safety,Law Enforcement & Security,CBI Officials,99-9999,37001,70910,"Leadership, Critical Thinking, Physical Fitness, Investigation"
NEXT,Public Safety,Law Enforcement & Security,Para Military,99-9999,44209,89080,"Leadership, Critical Thinking, Physical Fitness, Investigation"
NEXT,Public Safety,Law Enforcement & Security,Para Military,99-9999,47451,88020,"Leadership, Critical Thinking, Physical Fitness, Investigation"
NEXT,Public Safety,Law Enforcement & Security,Police Force (Spies),99-9999,38897,54150,"Leadership, Critical Thinking, Physical Fitness, Investigation"
NEXT,Public Safety,Law Enforcement & Security,CBI Officials,99-9999,38334,86578,"Leadership, Critical Thinking, Physical Fitness, Investigation"
NEXT,Public Safety,Law Enforcement & Security,Police Force (Spies),99-9999,42623,71165,"Leadership, Critical Thinking, Physical Fitness, Investigation"
NEXT,Public Safety,Law Enforcement & Security,Military,99-9999,30824,68732,"Leadership, Critical Thinking, Physical Fitness, Investigation"
NEXT,Public Safety,Law Enforcement & Security,Police Force (Spies),99-9999,35535,55461,"Leadership, Critical Thinking, Physical Fitness, Investigation"
NEXT,Public Safety,Law Enforcement & Security,Para Military,99-9999,43025,69069,"Leadership, Critical Thinking, Physical Fitness, Investigation"
NEXT,Public Safety,Law Enforcement & Security,CID,99-9999,43221,87302,"Leadership, Critical Thinking, Physical Fitness, Investigation"
NEXT,Public Safety,Law Enforcement & Security,CID,99-9999,31287,55463,"Leadership, Critical Thinking, Physical Fitness, Investigation"
NEXT,Public Safety,Law Enforcement & Security,Para Military,99-9999,33577,65580,"Leadership, Critical Thinking, Physical Fitness, Investigation"
NEXT,Public Safety,Law Enforcement & Security,Military,99-9999,36956,54691,"Leadership, Critical Thinking, Physical Fitness, Investigation"
NEXT,Public Safety,Law Enforcement & Security,Para Military,99-9999,44951,57934,"Leadership, Critical Thinking, Physical Fitness, Investigation"
NEXT,Public Safety,Law Enforcement & Security,CID,99-9999,34099,57386,"Leadership, Critical Thinking, Physical Fitness, Investigation"
NEXT,Public Safety,Law Enforcement & Security,Para Military,99-9999,30242,90797,"Leadership, Critical Thinking, Physical Fitness, Investigation"
NEXT,Public Safety,Law Enforcement & Security,Para Military,99-9999,49475,84967,"Leadership, Critical Thinking, Physical Fitness, Investigation"
NEXT,Public Safety,Law Enforcement & Security,CBI Officials,99-9999,33230,60119,"Leadership, Critical Thinking, Physical Fitness, Investigation"
NEXT,Public Safety,Law Enforcement & Security,Military,99-9999,36788,99327,"Leadership, Critical Thinking, Physical Fitness, Investigation"
NEXT,Public Safety,Law Enforcement & Security,Military,99-9999,36837,67293,"Leadership, Critical Thinking, Physical Fitness, Investigation"
NEXT,Public Safety,Law Enforcement & Security,Detectives,99-9999,33301,86883,"Leadership, Critical Thinking, Physical Fitness, Investigation"
NEXT,Public Safety,Law Enforcement & Security,Police Force (Spies),99-9999,36266,77575,"Leadership, Critical Thinking, Physical Fitness, Investigation"
NEXT,Public Safety,Law Enforcement & Security,Detectives,99-9999,38799,57726,"Leadership, Critical Thinking, Physical Fitness, Investigation"
NEXT,Public Safety,Law Enforcement & Security,Detectives,99-9999,38854,56738,"Leadership, Critical Thinking, Physical Fitness, Investigation"
